0 , 0.5165899520909609
1 , 0.49899157487899726
2 , 0.4891243727483118
3 , 0.48261006651567695
4 , 0.4764025840425002
5 , 0.4693365836066483
6 , 0.4610920144307617
7 , 0.45189578839332234
8 , 0.4421783570667102
9 , 0.4322440754300805
10 , 0.42225169618642033
11 , 0.4123343625237848
12 , 0.4026443493312977
13 , 0.39333044063659234
14 , 0.38450940332614614
15 , 0.37625432646319207
16 , 0.3685966968436879
17 , 0.3615347201926544
18 , 0.3550430718904251
19 , 0.3490818247438461
20 , 0.3436036372630571
21 , 0.3385589392461035
22 , 0.3338992610958098
23 , 0.3295790910363244
24 , 0.3255567046815127
25 , 0.3217943531770721
26 , 0.3182580960258545
27 , 0.31491747026082834
28 , 0.3117451155453291
29 , 0.3087164247167095
30 , 0.30580925482307986
31 , 0.3030037080221637
32 , 0.30028197040758564
33 , 0.29762817952051723
34 , 0.29502828204388654
35 , 0.29246984819047633
36 , 0.28994183130346063
37 , 0.28743429316568175
38 , 0.2849381406730928
39 , 0.2824449215752472
40 , 0.2799467039133712
41 , 0.27743603106341275
42 , 0.27490592234257316
43 , 0.272349887281214
44 , 0.2697619340544682
45 , 0.2671365671954512
46 , 0.2644687787466886
47 , 0.2617540396267771
48 , 0.25898829699291914
49 , 0.2561679813844467
50 , 0.25329002560280606
51 , 0.25035189580706446
52 , 0.2473516340663972
53 , 0.24428791050261425
54 , 0.24116008213393897
55 , 0.2379682546118224
56 , 0.2347133422803726
57 , 0.23139712145761104
58 , 0.22802227161666044
59 , 0.22459239929831132
60 , 0.22111204015424651
61 , 0.21758663550739163
62 , 0.21402248118523573
63 , 0.21042664805149747
64 , 0.20680687550620236
65 , 0.2031714410846214
66 , 0.19952901098341902
67 , 0.19588847770351048
68 , 0.19225879187894657
69 , 0.18864879566868356
70 , 0.18506706480147697
71 , 0.18152176553462226
72 , 0.17802053152834377
73 , 0.17457036410652582
74 , 0.1711775577417668
75 , 0.167847651034612
76 , 0.16458540207742856
77 , 0.16139478600805257
78 , 0.15827901177521886
79 , 0.15524055473166432
80 , 0.1522812014520064
81 , 0.14940210342588406
82 , 0.14660383622130888
83 , 0.14388646180816872
84 , 0.14124959072261853
85 , 0.13869244425037658
86 , 0.13621391108126982
87 , 0.13381260572364828
88 , 0.1314869117118626
89 , 0.1292350408443465
90 , 0.12705504834490874
91 , 0.12494491570069487
92 , 0.12290249773211442
93 , 0.12092569743427618
94 , 0.11901223547891283
95 , 0.11716009370896766
96 , 0.11536683914187204
97 , 0.11363073797120614
98 , 0.11194906097511811
99 , 0.11032066381644573
